Date,VTI,VEA,BND,BNDX,FZROX,VFIDX,VFSUX,^GSPC,^DJI,^IXIC,^NYA
2000-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1507.72998,10936.11035,4833.890137,6824.919922
2000-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508.52002,11018.71973,4644.669922,6866.160156
2000-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1487.920044,10980.25,4457.890137,6827.140137
2000-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498.579956,10921.91992,4572.830078,6848.609863
2000-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505.969971,11221.92969,4223.680176,6975.069824
2000-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1494.72998,11164.83984,4148.890137,6897.240234
2000-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1487.369995,11033.91992,4169.220215,6878.529785
2000-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1501.339966,11114.26953,4267.560059,6965.870117
2000-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1516.349976,11111.48047,4446.450195,6972.640137
2000-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.459961,11186.55957,4188.200195,6975.600098
2000-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.589966,11287.08008,4055.899902,6991.350098
2000-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.170044,11125.12988,3769.629883,6917.859863
2000-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.51001,10923.5498,3676.780029,6815.930176
2000-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.560059,10305.76953,3321.290039,6465.72998
2000-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401.439941,10582.50977,3539.159912,6557.930176
2000-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1441.609985,10767.41992,3793.570068,6712.310059
2000-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1427.469971,10674.95996,3706.409912,6696.029785
2000-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1434.540039,10844.0498,3643.879883,6760.950195
2000-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1429.859985,10906.09961,3482.47998,6790.240234
2000-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.439941,11124.82031,3711.22998,6965.660156
2000-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1460.98999,10945.5,3630.090088,6918.5
2000-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.920044,10888.09961,3774.030029,6877.680176
2000-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452.430054,10733.91016,3860.659912,6811.169922
2000-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1468.25,10811.78027,3958.080078,6878.950195
2000-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1446.290039,10731.12012,3785.449951,6827.990234
2000-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.099976,10480.12988,3707.310059,6681.649902
2000-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409.569946,10412.49023,3720.23999,6676.990234
2000-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1432.630005,10577.86035,3816.820068,6749.529785
2000-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1424.170044,10603.62988,3669.379883,6770.359863
2000-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1412.140015,10536.75,3585.01001,6727.959961
2000-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1383.050049,10367.78027,3384.72998,6644.109863
2000-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1407.810059,10545.96973,3499.580078,6734.299805
2000-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420.959961,10609.37012,3529.060059,6797.430176
2000-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452.359985,10807.78027,3607.649902,6934.040039
2000-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.040039,10934.57031,3717.570068,6966.290039
2000-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1447.800049,10769.74023,3644.959961,6883.290039
2000-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1437.209961,10777.28027,3538.709961,6868.589844
2000-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.949951,10626.84961,3390.399902,6762.430176
2000-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.719971,10542.5498,3364.209961,6713.470215
2000-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373.859985,10422.26953,3164.550049,6664.410156
2000-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.050049,10535.34961,3270.610107,6716.220215
2000-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1381.52002,10323.91992,3205.350098,6659.339844
2000-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1378.02002,10299.24023,3205.110107,6649.709961
2000-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1422.449951,10527.12988,3459.47998,6781.779785
2000-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420.599976,10522.33008,3400.909912,6805.25
2000-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1448.810059,10652.2002,3582.5,6888.359863
2000-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1477.26001,10794.75977,3813.379883,6975.379883
2000-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1467.630005,10815.2998,3821.76001,6927.490234
2000-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1457.839966,10735.57031,3756.370117,6904.649902
2000-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.359985,10812.86035,3839.26001,6935.100098
2000-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1461.670044,10668.71973,3825.560059,6893.439941
2000-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456.949951,10614.05957,3874.840088,6856.430176
2000-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1446.0,10564.20996,3767.909912,6838.879883
2000-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469.439941,10621.83984,3851.060059,6911.310059
2000-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470.540039,10687.9502,3797.409912,6944.089844
2000-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.72998,10714.82031,3845.73999,6951.589844
2000-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1464.459961,10449.2998,3860.560059,6869.540039
2000-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486.0,10557.83984,3989.830078,6918.919922
2000-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.949951,10435.16016,4013.360107,6865.100098
2000-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479.130005,10497.74023,4064.01001,6862.140137
2000-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1452.180054,10376.12012,3936.840088,6783.470215
2000-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1441.47998,10404.75,3845.340088,6766.759766
2000-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1455.310059,10542.99023,3912.120117,6808.850098
2000-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.550049,10504.45996,3858.959961,6806.419922
2000-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454.819946,10527.79004,3940.340088,6811.700195
2000-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1442.390015,10398.04004,3877.22998,6796.27002
2000-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1454.599976,10447.88965,3966.110107,6798.169922
2000-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1469.540039,10560.66992,3991.929932,6874.930176
2000-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1446.22998,10483.59961,3863.100098,6819.0
2000-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1456.670044,10481.46973,3960.570068,6827.990234
2000-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1478.900024,10635.98047,4023.199951,6919.029785
2000-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475.619995,10646.58008,3980.290039,6939.430176
2000-07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1480.880005,10727.19043,3956.419922,6977.600098
2000-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.920044,10783.75977,4099.589844,6990.609863
2000-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495.839966,10788.70996,4174.859863,6975.600098
2000-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1509.97998,10812.75,4246.180176,7018.839844
2000-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1510.48999,10804.26953,4274.669922,7012.5
